276.6365, 301.2245, 136.5188
276.3964, 301.1945, 136.4392
276.1363, 301.1745, 136.4196
276.0063, 301.1645, 136.4198
275.8663, 301.1745, 136.42
275.6064, 301.1945, 136.4404
275.3765, 301.2245, 136.5308
276.8167, 301.4245, 136.6885
276.6568, 301.4645, 136.7388
276.4168, 301.4645, 136.7192
276.1468, 301.4045, 136.7096
275.8668, 301.4045, 136.71
275.5868, 301.4545, 136.7205
275.3568, 301.4745, 136.7408
275.2068, 301.4245, 136.691
276.9572, 301.2845, 136.9483
276.7372, 301.3545, 136.9787
276.4572, 301.3245, 136.9791
276.1572, 301.2945, 136.9596
275.8672, 301.2945, 136.96
275.5672, 301.3245, 136.9805
275.2872, 301.3445, 136.9909
275.0672, 301.3045, 136.9513
277.1077, 301.4745, 137.3081
276.8277, 301.5445, 137.3185
276.4877, 301.5445, 137.3091
276.1577, 301.4945, 137.2896
275.8577, 301.5045, 137.29
275.5377, 301.5345, 137.3105
275.1977, 301.5445, 137.3211
274.9277, 301.4645, 137.3115
277.3185, 301.5545, 137.7978
276.9485, 301.7045, 137.7783
276.5484, 301.6845, 137.749
276.1784, 301.6745, 137.7395
275.8284, 301.6745, 137.7401
275.4684, 301.6845, 137.7506
275.0685, 301.6945, 137.7813
274.6885, 301.5645, 137.8018
277.4698, 301.6045, 138.6475
277.0298, 301.7745, 138.6282
276.5797, 301.7445, 138.6189
276.1797, 301.7045, 138.6095
275.8397, 301.6945, 138.6101
275.4398, 301.7545, 138.6207
274.9898, 301.7745, 138.6314
274.5498, 301.5945, 138.6521
277.4811, 301.5745, 139.5175
277.0411, 301.7445, 139.5082
276.6011, 301.7245, 139.4989
276.1911, 301.6645, 139.4895
275.8311, 301.6645, 139.4901
275.4211, 301.7245, 139.5007
274.9811, 301.7445, 139.5114
274.5411, 301.5745, 139.5221
277.3946, 301.2475, 140.4276
276.9635, 301.4345, 140.4033
276.5374, 301.4585, 140.357
276.1724, 301.4115, 140.3195
275.8504, 301.4075, 140.3181
275.4854, 301.4565, 140.3506
275.0585, 301.4385, 140.3983
274.6266, 301.2615, 140.424
273.5357, 301.9545, 136.0036
273.924, 302.2645, 134.893
274.3531, 302.5945, 134.3724
274.9525, 302.7945, 133.9814
275.5722, 302.8145, 133.7405
276.4622, 302.8145, 133.7391
277.0625, 302.7945, 133.9682
277.6732, 302.5945, 134.3772
278.0939, 302.2645, 134.8866
278.4857, 301.9545, 135.9959
278.1344, 301.1545, 135.1965
277.7838, 300.7745, 134.767
277.2031, 300.2745, 134.3379
276.5327, 300.1545, 134.109
275.5227, 300.1545, 134.1006
274.8131, 300.2645, 134.3316
274.2438, 300.7745, 134.7825
273.8744, 301.1545, 135.1931
278.365, 301.6045, 135.5561
278.334, 302.0545, 134.8862
273.655, 301.6045, 135.5535
273.6939, 302.0545, 134.8934
75.41668, 0.2643012, 180.1663
73.6504, 180.9169, 180.8185
23.84459, 180.0239, 179.9801
276.0122, 298.5292, 143.6543
276.0163, 301.3345, 142.8298
276.0129, 302.4945, 140.6498
276.0086, 302.7145, 137.8898
276.0144, 301.8845, 135.2098
276.0096, 301.6045, 132.0898
